id_cliente,genero,idoso,casado,dependentes,meses_cliente,servico_de_telefone,varias_linhas,servico_de_internet,seguranca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv,streaming_de_filmes,contrato,fatura_sem_papel,forma_de_pagamento,cobrancas_mensais,custos_totais,cancelou
8766-PAFNE,masculino,nao,sim,nao,71,sim,nao,DSL,nao,sim,sim,sim,sim,sim,bianual,sim,cartao de credito,79.1,5564.85,nao
5315-CKEQK,masculino,sim,sim,sim,28,sim,sim,DSL,nao,nao,nao,nao,nao,nao,anual,sim,cheque eletronico,51.0,1381.8,nao
3130-ICDUP,feminino,nao,nao,sim,2,sim,sim,fibra optica,sim,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,80.55,188.1,nao
0820-FNRNX,masculino,nao,sim,sim,17,sim,sim,DSL,nao,sim,sim,sim,nao,nao,mensal,sim,cheque,66.7,1077.05,nao
0880-FVFWF,masculino,nao,nao,nao,56,sim,sim,fibra optica,sim,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,86.4,4922.4,nao
4611-ANLQC,feminino,nao,sim,nao,60,nao,nao,DSL,sim,sim,sim,nao,nao,sim,anual,nao,cheque eletronico,50.05,2911.5,nao
4213-HKBJO,feminino,nao,nao,nao,33,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,25.7,826.1,nao
2792-LSHWX,feminino,nao,nao,nao,1,sim,nao,fibra optica,sim,sim,nao,sim,nao,nao,mensal,sim,cheque,83.4,83.4,nao
5028-GZLDO,masculino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,70.7,140.7,sim
0014-BMAQU,masculino,nao,sim,nao,63,sim,sim,fibra optica,sim,nao,nao,sim,nao,nao,bianual,sim,cartao de credito,84.65,5377.8,nao
6861-XWTWQ,masculino,sim,sim,nao,7,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,99.25,665.45,sim
9018-PCIOK,feminino,nao,nao,nao,55,sim,nao,DSL,nao,sim,sim,nao,nao,sim,bianual,sim,cheque,64.75,3617.1,nao
4837-QUSFT,feminino,nao,sim,nao,65,sim,sim,fibra optica,sim,sim,nao,sim,sim,nao,anual,sim,transferencia bancaria,100.15,6643.5,nao
6877-TJMBR,masculino,nao,sim,nao,1,sim,nao,fibra optica,nao,nao,nao,sim,sim,nao,mensal,sim,cheque eletronico,84.8,84.8,sim
9953-ZMKSM,masculino,nao,nao,nao,63,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,25.25,1559.3,nao
0907-HQNTS,feminino,sim,sim,nao,70,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,cartao de credito,113.0,7987.6,nao
7665-NKLAV,feminino,nao,sim,sim,36,nao,nao,DSL,sim,nao,sim,sim,nao,nao,bianual,nao,cartao de credito,40.65,1547.35,nao
6769-DCQLI,masculino,nao,nao,nao,52,sim,nao,fibra optica,nao,sim,sim,sim,sim,sim,anual,sim,transferencia bancaria,105.0,5426.85,sim
2433-KMEAS,masculino,nao,nao,nao,22,sim,sim,DSL,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,54.45,1127.35,sim
4391-LNRXK,masculino,nao,nao,nao,22,sim,nao,fibra optica,nao,sim,sim,sim,nao,sim,mensal,sim,transferencia bancaria,94.95,2142.8,nao
8250-ZNGGW,feminino,sim,nao,nao,5,sim,nao,DSL,sim,sim,nao,sim,nao,nao,mensal,nao,cartao de credito,59.9,287.85,nao
2195-ZRVAX,feminino,nao,sim,nao,47,sim,nao,fibra optica,nao,nao,sim,nao,nao,sim,mensal,sim,cheque eletronico,85.3,4045.65,sim
3550-SAHFP,feminino,nao,nao,nao,33,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,83.35,2757.85,sim
2011-TRQYE,masculino,nao,nao,nao,18,nao,nao,DSL,nao,sim,sim,nao,nao,nao,mensal,sim,cartao de credito,33.5,600.0,sim
8562-GHPPI,feminino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,19.8,19.8,nao
5893-PYOLZ,masculino,nao,nao,nao,56,sim,nao,DSL,nao,sim,sim,sim,sim,sim,bianual,sim,cartao de credito,81.8,4534.45,nao
4986-MXSFP,feminino,nao,nao,nao,2,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,20.0,40.9,nao
6131-FOYAS,masculino,nao,nao,nao,35,sim,sim,DSL,sim,nao,sim,nao,nao,nao,mensal,sim,cheque eletronico,59.6,2094.9,nao
3027-YNWZU,feminino,nao,sim,nao,64,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,25.0,1584.8,nao
5609-IMCGG,feminino,nao,nao,nao,15,sim,sim,fibra optica,sim,nao,sim,nao,nao,nao,mensal,sim,cartao de credito,84.35,1302.65,nao
4873-ILOLJ,masculino,nao,nao,nao,24,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,90.35,2238.5,sim
4727-MCYZG,masculino,nao,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,sim,mensal,nao,cheque,55.55,55.55,nao
9481-WHGWY,feminino,nao,sim,sim,70,sim,nao,DSL,sim,nao,nao,sim,sim,sim,bianual,nao,cartao de credito,75.35,5437.75,nao
2725-KXXWT,masculino,nao,sim,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,90.75,90.75,sim
9565-DJPIB,feminino,nao,nao,sim,4,sim,sim,fibra optica,nao,sim,nao,nao,sim,nao,mensal,nao,cheque,89.6,365.65,sim
4328-VUFWD,feminino,nao,nao,nao,39,sim,nao,DSL,nao,nao,nao,sim,nao,sim,anual,nao,cheque eletronico,59.3,2209.15,nao
3301-LSLWQ,feminino,nao,nao,nao,29,sim,sim,DSL,sim,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,66.1,1912.15,nao
7473-ZBDSN,feminino,nao,sim,sim,14,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,18.8,255.55,nao
3166-PNEOF,feminino,nao,nao,nao,61,sim,sim,DSL,sim,nao,sim,sim,sim,sim,bianual,nao,cartao de credito,86.45,5175.3,nao
5639-NTUPK,masculino,nao,nao,sim,13,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mensal,sim,cartao de credito,52.1,670.65,nao
8780-YRMTT,feminino,nao,nao,nao,66,nao,nao,DSL,sim,sim,sim,sim,nao,nao,bianual,sim,cheque,47.4,3177.25,nao
8348-HFYIV,masculino,nao,nao,nao,2,nao,nao,DSL,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,49.25,90.35,sim
5140-FOMCQ,feminino,nao,sim,nao,59,sim,sim,fibra optica,sim,sim,sim,nao,sim,sim,anual,sim,cartao de credito,109.15,6557.75,nao
6242-SGYTS,masculino,nao,sim,sim,62,sim,sim,fibra optica,sim,sim,nao,nao,sim,nao,anual,sim,cartao de credito,94.95,5791.85,nao
8166-ORCHU,masculino,sim,sim,nao,33,sim,nao,fibra optica,sim,sim,nao,sim,nao,sim,anual,sim,cheque eletronico,93.55,3055.5,nao
8414-OOEEL,masculino,nao,nao,sim,66,sim,nao,DSL,nao,sim,sim,sim,sim,sim,bianual,sim,cartao de credito,79.5,5196.1,nao
8454-AATJP,feminino,nao,nao,nao,72,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,115.05,8405.0,nao
6849-WLEYG,masculino,nao,nao,sim,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.75,19.75,sim
4659-NZRUF,feminino,nao,nao,nao,19,sim,sim,fibra optica,sim,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,95.15,1789.25,sim
4531-AUZNK,feminino,nao,sim,sim,51,sim,sim,fibra optica,sim,nao,nao,sim,sim,nao,anual,sim,cheque,95.15,5000.05,nao
4191-XOVOM,masculino,nao,nao,nao,63,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,mensal,nao,cheque eletronico,105.4,6713.2,nao
2150-OEGBV,masculino,nao,nao,nao,27,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,transferencia bancaria,20.1,562.6,nao
8429-XIBUM,masculino,nao,nao,nao,22,sim,sim,fibra optica,sim,nao,nao,nao,sim,sim,mensal,sim,transferencia bancaria,101.35,2317.1,sim
1855-CFULU,feminino,sim,nao,nao,4,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.05,91.45,nao
4878-BUNFV,masculino,nao,sim,sim,42,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,20.7,828.85,nao
1872-EBWSC,feminino,nao,nao,nao,29,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,20.35,617.35,nao
2608-BHKFN,feminino,nao,nao,nao,4,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cartao de credito,70.05,266.9,sim
7026-YMSBE,masculino,nao,nao,nao,30,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,19.7,625.05,nao
7341-LXCAF,masculino,nao,sim,nao,4,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.65,301.4,sim
6997-UVGOX,masculino,nao,sim,sim,71,sim,nao,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,85.45,6029.9,nao
9674-EHPPG,masculino,nao,sim,nao,46,nao,nao,DSL,sim,nao,sim,sim,nao,nao,bianual,nao,cartao de credito,40.4,1842.7,nao
9462-MJUAW,masculino,nao,nao,nao,4,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,50.4,206.6,sim
8128-YVJRG,feminino,nao,nao,nao,7,sim,sim,fibra optica,sim,nao,nao,nao,nao,nao,mensal,sim,cheque,79.65,604.7,sim
5440-VHLUL,masculino,nao,nao,nao,69,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,anual,sim,transferencia bancaria,105.2,7386.05,nao
5781-BKHOP,feminino,nao,sim,nao,72,sim,sim,fibra optica,sim,sim,sim,nao,sim,nao,bianual,nao,transferencia bancaria,100.65,7334.05,nao
4283-FUTGF,masculino,sim,nao,nao,19,sim,sim,fibra optica,nao,nao,sim,nao,nao,nao,mensal,sim,cheque eletronico,79.85,1471.75,sim
5213-TWWJU,masculino,nao,nao,nao,28,sim,nao,fibra optica,nao,nao,sim,sim,nao,sim,mensal,nao,cheque eletronico,91.0,2626.15,nao
1569-TTNYJ,masculino,nao,sim,nao,5,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,78.75,412.1,sim
8628-MFKAX,feminino,sim,sim,nao,72,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,cartao de credito,116.75,8277.05,nao
2397-BRLOM,masculino,sim,sim,sim,8,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cartao de credito,80.45,583.45,sim
7629-WIXZF,feminino,nao,nao,nao,7,sim,nao,DSL,sim,nao,nao,nao,nao,sim,anual,sim,cheque eletronico,59.1,369.25,nao
5445-GLVOT,feminino,nao,nao,nao,22,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,49.8,1049.05,nao
3976-HXHCE,masculino,nao,nao,nao,72,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,19.3,1414.8,nao
2466-NEJOJ,masculino,nao,sim,sim,8,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,19.65,169.75,nao
0254-KCJGT,masculino,nao,sim,nao,52,sim,sim,DSL,sim,sim,sim,sim,nao,sim,anual,sim,cartao de credito,81.4,4354.45,nao
5472-CVMDX,feminino,nao,nao,nao,68,nao,nao,DSL,sim,nao,sim,sim,nao,nao,bianual,nao,cheque,38.9,2719.2,nao
6461-SZMCV,feminino,nao,sim,nao,71,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,87.95,6365.35,nao
8150-QUDFX,masculino,nao,nao,nao,2,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.85,51.6,nao
9508-ILZDG,feminino,sim,nao,nao,34,sim,sim,fibra optica,nao,sim,nao,sim,sim,nao,mensal,sim,cheque eletronico,96.35,3190.25,nao
2346-DJQTB,feminino,nao,nao,nao,35,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,24.15,812.5,nao
1697-LYYYX,feminino,nao,sim,sim,61,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cartao de credito,19.1,1143.8,nao
1942-OQFRW,masculino,nao,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,44.0,44.0,nao
4749-VFKVB,feminino,nao,nao,nao,1,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,50.1,50.1,sim
9640-ZSLDC,feminino,nao,sim,sim,53,sim,nao,DSL,nao,nao,sim,nao,nao,sim,anual,nao,cartao de credito,60.6,3297.0,nao
4231-LZUYM,feminino,nao,sim,nao,72,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,25.65,1887.0,nao
7598-UAASY,masculino,nao,sim,nao,2,sim,nao,fibra optica,nao,nao,sim,nao,nao,nao,mensal,nao,cheque eletronico,76.4,151.8,sim
7938-OUHIO,masculino,nao,nao,nao,3,sim,nao,fibra optica,nao,nao,sim,sim,sim,sim,mensal,sim,cheque eletronico,98.7,293.65,sim
8510-AWCXC,feminino,sim,nao,nao,13,sim,sim,fibra optica,sim,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,100.8,1308.1,sim
6128-AQBMT,masculino,sim,sim,nao,41,nao,nao,DSL,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,53.95,2215.4,nao
3594-BDSOA,feminino,nao,sim,nao,24,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cartao de credito,20.4,482.8,nao
0431-APWVY,feminino,nao,sim,sim,28,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,anual,sim,transferencia bancaria,90.1,2598.95,sim
5133-VRSAB,masculino,nao,nao,nao,8,nao,nao,DSL,sim,nao,nao,nao,nao,nao,mensal,nao,cheque,29.35,216.45,nao
5996-DAOQL,masculino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,20.45,20.45,nao
6838-YAUVY,feminino,nao,nao,nao,54,sim,sim,fibra optica,nao,nao,sim,sim,nao,sim,bianual,sim,transferencia bancaria,95.1,5064.85,nao
0484-JPBRU,masculino,nao,nao,nao,41,sim,sim,nao,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,25.25,996.45,nao
7883-ROJOC,feminino,nao,sim,nao,19,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,44.9,839.65,nao
0244-LGNFY,feminino,nao,sim,sim,72,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,92.65,6733.0,nao
7274-CGTOD,masculino,nao,nao,nao,62,nao,nao,DSL,sim,sim,sim,sim,nao,nao,bianual,sim,transferencia bancaria,43.7,2618.3,nao
4295-YURET,feminino,sim,sim,sim,56,sim,nao,DSL,sim,nao,nao,sim,sim,sim,bianual,sim,cartao de credito,72.6,4084.35,nao
3426-NIYYL,masculino,nao,nao,nao,15,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,51.55,765.5,sim
8225-BTJAU,masculino,sim,nao,nao,10,sim,nao,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,79.25,793.55,sim
4635-EJYPD,masculino,nao,sim,sim,32,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,18.95,613.95,nao
1866-ZSLJM,masculino,nao,nao,nao,21,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,20.5,402.85,nao
4636-TVXVG,masculino,nao,sim,sim,62,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,transferencia bancaria,19.95,1244.8,nao
4236-UJPWO,feminino,nao,nao,nao,2,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,24.5,46.4,nao
9392-XBGTD,masculino,nao,nao,sim,27,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,20.6,581.85,nao
3387-VATUS,masculino,nao,nao,nao,5,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,transferencia bancaria,94.85,462.8,sim
6402-SSEJG,feminino,nao,nao,nao,25,nao,nao,DSL,sim,sim,sim,nao,sim,sim,anual,nao,cheque eletronico,61.05,1540.2,nao
1143-NMNQJ,feminino,nao,nao,nao,2,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,85.7,169.8,sim
1169-SAOCL,masculino,nao,nao,nao,49,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,anual,sim,transferencia bancaria,106.65,5168.1,nao
1110-KYLGQ,feminino,nao,nao,nao,63,sim,sim,fibra optica,sim,sim,sim,nao,sim,sim,mensal,nao,cartao de credito,108.25,6780.1,nao
9929-PLVPA,feminino,nao,nao,sim,4,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,20.4,94.5,nao
3518-PZXZQ,feminino,nao,sim,nao,1,sim,nao,DSL,nao,nao,nao,nao,sim,nao,mensal,sim,cheque,55.3,55.3,nao
2371-JUNGC,masculino,nao,nao,nao,11,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.25,208.0,nao
7693-QPEFS,masculino,sim,nao,nao,52,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,72.95,3829.75,nao
0924-BJCRC,feminino,sim,sim,nao,60,sim,sim,fibra optica,nao,sim,nao,nao,nao,sim,mensal,nao,cheque eletronico,89.45,5294.6,nao
5074-FBGHB,masculino,nao,nao,nao,64,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,anual,sim,cartao de credito,104.65,6889.8,nao
2351-BKRZW,feminino,nao,sim,sim,43,sim,nao,DSL,sim,nao,sim,nao,sim,sim,bianual,nao,transferencia bancaria,75.2,3254.35,nao
4455-BFSPD,feminino,nao,sim,nao,61,sim,sim,fibra optica,nao,nao,nao,sim,sim,sim,anual,nao,transferencia bancaria,101.15,6383.9,nao
0415-MOSGF,feminino,nao,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,44.4,44.4,sim
1724-BQUHA,masculino,sim,nao,nao,5,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,89.5,477.7,sim
3948-KXDUF,masculino,nao,nao,nao,66,sim,sim,DSL,sim,sim,sim,sim,nao,nao,bianual,nao,transferencia bancaria,68.75,4447.55,nao
2323-ARSVR,masculino,nao,sim,nao,67,sim,nao,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,cheque eletronico,111.05,7321.05,nao
0815-MFZGM,feminino,nao,sim,nao,42,sim,nao,fibra optica,nao,nao,sim,sim,sim,sim,bianual,sim,cartao de credito,99.0,4135.0,nao
4826-XTSOH,masculino,sim,sim,nao,1,sim,sim,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,86.05,86.05,sim
5480-XTFFL,feminino,nao,sim,sim,31,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,21.0,697.7,nao
8295-FHIVV,masculino,nao,nao,nao,7,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,19.4,168.65,nao
2495-INZWQ,masculino,nao,nao,nao,4,nao,nao,DSL,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,44.55,174.3,sim
9086-YJYXS,masculino,nao,sim,sim,34,sim,sim,DSL,nao,nao,sim,nao,sim,sim,anual,nao,transferencia bancaria,77.2,2753.8,nao
1179-INLAT,masculino,nao,nao,nao,3,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cheque,19.45,69.25,nao
7909-FIOIY,feminino,nao,sim,sim,19,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,24.85,434.8,nao
4139-SUGLD,masculino,nao,sim,sim,31,nao,nao,DSL,sim,nao,nao,sim,nao,nao,mensal,nao,transferencia bancaria,35.4,1077.5,sim
6857-VWJDT,feminino,nao,nao,nao,1,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,nao,cheque,95.65,95.65,sim
6351-SCJKT,masculino,nao,nao,nao,3,nao,nao,DSL,sim,nao,sim,sim,nao,nao,mensal,nao,cheque,41.35,107.25,nao
5468-BPMMO,masculino,nao,sim,nao,46,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,19.6,851.2,nao
5624-BQSSA,feminino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.95,20.95,sim
0197-PNKNK,feminino,nao,sim,sim,69,sim,sim,fibra optica,sim,nao,sim,nao,nao,nao,anual,nao,transferencia bancaria,84.45,5848.6,nao
2439-QKJUL,masculino,nao,nao,nao,5,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.25,109.8,nao
1194-SPVSP,masculino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,19.65,19.65,nao
9534-NSXEM,masculino,nao,nao,nao,26,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cartao de credito,20.65,595.5,nao
2408-WITXK,feminino,sim,nao,nao,10,nao,nao,DSL,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,34.7,329.8,sim
8929-KSWIH,masculino,nao,nao,nao,25,sim,nao,fibra optica,nao,nao,sim,sim,sim,sim,bianual,nao,transferencia bancaria,99.3,2513.5,nao
2250-IVBWA,masculino,nao,sim,sim,64,sim,nao,fibra optica,sim,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,81.05,5135.35,nao
1810-MVMAI,masculino,nao,sim,sim,30,sim,sim,DSL,sim,sim,sim,sim,nao,nao,mensal,nao,cheque eletronico,67.6,2000.2,nao
9506-UXUSK,masculino,nao,nao,nao,13,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,70.15,931.75,nao
1229-RCALF,feminino,nao,sim,nao,64,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,anual,sim,cheque eletronico,115.0,7396.15,nao
3572-UOLYZ,feminino,nao,nao,sim,46,sim,sim,fibra optica,nao,nao,sim,sim,nao,nao,mensal,sim,transferencia bancaria,84.8,3958.85,nao
1429-UYJSV,feminino,nao,nao,nao,12,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,19.7,260.9,nao
5577-OTWWW,feminino,nao,nao,nao,15,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,19.75,297.3,sim
6100-QQHEB,masculino,nao,sim,sim,17,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,92.55,1515.1,sim
6366-XIVKZ,feminino,nao,sim,sim,13,sim,nao,DSL,sim,nao,sim,nao,nao,sim,mensal,sim,cheque,63.15,816.8,nao
3470-OBUET,feminino,nao,sim,sim,67,sim,sim,DSL,sim,sim,nao,sim,sim,nao,bianual,nao,cartao de credito,74.0,4868.4,nao
2770-NSVDG,masculino,nao,sim,nao,24,nao,nao,DSL,nao,nao,sim,nao,nao,nao,mensal,nao,cheque eletronico,29.1,688.0,nao
9375-MHRRS,masculino,nao,nao,nao,6,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,nao,cheque,50.05,288.35,nao
2634-HCZGT,masculino,sim,sim,nao,53,sim,sim,DSL,sim,nao,nao,sim,nao,nao,anual,sim,cheque eletronico,60.05,3229.65,sim
7503-QQRVF,masculino,sim,sim,nao,16,sim,nao,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cartao de credito,74.3,1178.25,sim
4860-YZGZM,masculino,nao,nao,nao,10,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,20.0,185.4,nao
6599-GZWCM,feminino,nao,nao,nao,13,sim,nao,fibra optica,nao,sim,nao,nao,nao,nao,anual,sim,cheque,74.65,966.25,nao
2691-NZETQ,masculino,nao,nao,nao,9,sim,sim,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,85.35,758.6,sim
4404-HIBDJ,feminino,nao,nao,nao,25,sim,nao,DSL,sim,sim,sim,sim,sim,nao,anual,nao,cheque,74.3,1863.8,sim
5533-NHFRF,masculino,sim,nao,nao,7,nao,nao,DSL,nao,sim,nao,sim,nao,sim,mensal,sim,cheque eletronico,44.4,265.8,nao
7037-MTYVW,masculino,nao,sim,sim,38,sim,sim,DSL,sim,nao,sim,sim,sim,sim,bianual,sim,transferencia bancaria,85.4,3297.0,nao
4760-THGOT,feminino,nao,sim,nao,43,sim,sim,fibra optica,sim,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,94.1,4107.3,nao
7295-JOMMD,feminino,nao,nao,sim,4,sim,nao,fibra optica,nao,nao,sim,sim,sim,sim,mensal,sim,transferencia bancaria,98.1,396.3,sim
4016-BJKTZ,feminino,nao,nao,nao,25,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,bianual,nao,cheque eletronico,108.9,2809.05,nao
6584-VQMYT,masculino,nao,nao,sim,27,sim,nao,DSL,sim,sim,nao,nao,nao,nao,anual,nao,cheque,56.2,1567.55,nao
9838-BFCQT,masculino,nao,sim,sim,72,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,26.1,1851.45,nao
2790-XUYMV,masculino,nao,nao,sim,71,sim,sim,fibra optica,sim,sim,nao,nao,nao,nao,anual,sim,cartao de credito,85.45,6028.95,nao
0581-MDMPW,feminino,nao,nao,nao,24,sim,sim,fibra optica,nao,nao,sim,nao,sim,nao,mensal,sim,cartao de credito,88.95,2072.75,nao
5013-SBUIH,feminino,nao,nao,nao,50,sim,sim,fibra optica,sim,sim,nao,sim,sim,sim,bianual,sim,cheque eletronico,109.65,5551.15,sim
1023-BQXZE,masculino,nao,nao,nao,57,sim,nao,DSL,sim,nao,sim,nao,sim,sim,bianual,sim,transferencia bancaria,74.35,4317.35,nao
9163-GHAYE,feminino,nao,nao,nao,15,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,48.85,736.8,nao
3904-UKFRE,masculino,nao,nao,nao,4,sim,sim,fibra optica,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,80.1,336.15,nao
5353-WILCI,feminino,nao,nao,nao,28,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,56.05,1522.65,nao
0709-TVGUR,feminino,sim,nao,nao,9,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.55,622.9,sim
0058-EVZWM,feminino,nao,sim,nao,55,sim,sim,fibra optica,sim,nao,nao,nao,sim,nao,mensal,sim,transferencia bancaria,89.8,4959.6,nao
6023-YEBUP,masculino,nao,nao,nao,3,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,100.95,329.95,sim
