idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
33.0,management,single,tertiary,1240.0,yes,no,4.0,feb,505.0,2.0,no
36.0,admin.,single,secondary,191.0,yes,no,25.0,jul,18.0,7.0,no
44.0,blue-collar,married,tertiary,2185.0,yes,no,16.0,may,698.0,1.0,no
36.0,admin.,single,secondary,0.0,yes,no,21.0,nov,139.0,2.0,no
44.0,technician,married,secondary,2857.0,no,no,5.0,aug,318.0,2.0,no
70.0,retired,married,primary,3782.0,no,no,16.0,mar,618.0,1.0,no
48.0,technician,divorced,tertiary,83.0,no,yes,19.0,aug,243.0,6.0,no
52.0,management,married,tertiary,6.0,no,no,19.0,oct,57.0,1.0,no
34.0,admin.,single,secondary,88.0,yes,no,27.0,may,169.0,2.0,no
35.0,technician,married,secondary,294.0,yes,no,15.0,jun,238.0,6.0,no
54.0,entrepreneur,married,tertiary,84.0,no,no,29.0,jul,34.0,2.0,no
47.0,technician,divorced,secondary,84.0,no,no,8.0,aug,49.0,2.0,no
38.0,blue-collar,married,secondary,602.0,yes,no,30.0,may,161.0,12.0,no
41.0,management,divorced,secondary,0.0,no,no,6.0,aug,438.0,2.0,no
28.0,blue-collar,married,secondary,-470.0,yes,no,7.0,may,275.0,2.0,no
58.0,services,married,secondary,-37.0,no,yes,6.0,feb,150.0,2.0,no
59.0,admin.,married,secondary,2145.0,no,no,17.0,nov,273.0,2.0,no
32.0,management,married,tertiary,937.0,no,no,26.0,may,61.0,1.0,no
55.0,blue-collar,married,secondary,2059.0,yes,no,11.0,may,149.0,1.0,no
38.0,blue-collar,married,secondary,3598.0,no,no,6.0,jun,154.0,1.0,no
40.0,blue-collar,married,primary,1206.0,no,yes,16.0,jul,201.0,5.0,no
45.0,entrepreneur,divorced,tertiary,1273.0,yes,yes,20.0,nov,206.0,2.0,no
42.0,entrepreneur,married,secondary,46.0,no,no,2.0,feb,1013.0,1.0,no
,self-employed,married,secondary,534.0,yes,no,29.0,jul,115.0,4.0,no
32.0,technician,married,secondary,-300.0,no,no,28.0,aug,226.0,9.0,no
55.0,,married,primary,4.0,no,no,21.0,nov,85.0,3.0,no
54.0,services,married,,386.0,no,yes,19.0,nov,74.0,1.0,no
46.0,blue-collar,married,secondary,-396.0,no,yes,4.0,aug,115.0,1.0,no
39.0,management,married,tertiary,0.0,yes,no,11.0,may,112.0,1.0,no
36.0,management,divorced,tertiary,14930.0,no,no,23.0,jul,190.0,1.0,no
44.0,management,married,tertiary,-600.0,yes,no,18.0,aug,360.0,1.0,no
28.0,student,single,tertiary,3733.0,yes,no,21.0,aug,419.0,5.0,no
36.0,admin.,married,secondary,465.0,yes,no,20.0,may,160.0,1.0,no
43.0,technician,married,secondary,994.0,yes,yes,5.0,may,51.0,1.0,no
25.0,blue-collar,married,secondary,758.0,yes,no,28.0,may,504.0,3.0,no
,management,married,tertiary,256.0,yes,no,7.0,jul,28.0,24.0,no
60.0,retired,married,tertiary,3461.0,no,no,3.0,feb,128.0,2.0,no
29.0,technician,divorced,secondary,124.0,no,no,27.0,may,125.0,1.0,no
46.0,services,divorced,secondary,355.0,yes,no,8.0,may,122.0,2.0,no
,management,married,tertiary,1514.0,no,no,12.0,aug,284.0,2.0,no
,management,married,tertiary,40.0,no,no,2.0,feb,118.0,2.0,no
45.0,blue-collar,married,,-320.0,yes,no,28.0,may,204.0,3.0,no
60.0,retired,married,primary,566.0,no,yes,23.0,jul,423.0,1.0,no
50.0,,married,secondary,388.0,no,no,8.0,jun,152.0,2.0,no
34.0,management,married,tertiary,577.0,yes,no,20.0,apr,243.0,2.0,no
33.0,admin.,married,secondary,17.0,yes,no,13.0,may,74.0,1.0,no
57.0,,married,primary,260.0,yes,no,16.0,may,38.0,3.0,no
38.0,self-employed,divorced,secondary,0.0,yes,no,20.0,apr,84.0,1.0,no
42.0,management,married,tertiary,1823.0,yes,no,13.0,may,31.0,1.0,no
54.0,self-employed,married,primary,1463.0,no,no,20.0,jun,60.0,1.0,no
46.0,services,divorced,,3390.0,no,no,20.0,jun,152.0,3.0,no
59.0,management,married,primary,2769.0,yes,no,19.0,nov,104.0,1.0,no
38.0,self-employed,married,secondary,215.0,yes,no,20.0,nov,70.0,1.0,no
49.0,technician,married,secondary,12531.0,no,no,13.0,aug,77.0,8.0,no
49.0,technician,married,tertiary,80.0,no,no,17.0,jul,123.0,1.0,no
30.0,technician,divorced,tertiary,317.0,yes,no,25.0,jul,67.0,5.0,no
52.0,self-employed,single,primary,217.0,no,yes,15.0,jul,193.0,6.0,no
38.0,admin.,married,secondary,4874.0,no,no,6.0,jun,1291.0,3.0,no
44.0,admin.,single,secondary,275.0,yes,no,14.0,may,7.0,5.0,no
39.0,management,married,primary,738.0,yes,yes,18.0,jul,215.0,3.0,no
38.0,admin.,married,secondary,1839.0,no,no,23.0,may,63.0,2.0,no
36.0,technician,divorced,secondary,556.0,yes,no,18.0,nov,154.0,3.0,no
32.0,services,married,secondary,207.0,yes,no,23.0,may,360.0,1.0,no
57.0,admin.,divorced,secondary,-461.0,yes,yes,4.0,jun,145.0,8.0,no
45.0,blue-collar,married,primary,789.0,no,yes,29.0,jan,79.0,1.0,no
43.0,management,divorced,tertiary,1133.0,yes,no,5.0,may,131.0,1.0,no
42.0,admin.,single,secondary,4253.0,yes,no,13.0,may,146.0,1.0,no
58.0,retired,married,secondary,255.0,no,no,28.0,may,362.0,3.0,no
,unemployed,married,secondary,582.0,yes,no,8.0,may,96.0,2.0,no
30.0,technician,married,secondary,743.0,no,no,29.0,jan,142.0,2.0,no
40.0,blue-collar,married,primary,570.0,yes,no,12.0,may,109.0,3.0,no
35.0,admin.,married,secondary,786.0,no,yes,25.0,jul,322.0,1.0,no
34.0,services,married,secondary,295.0,yes,yes,4.0,jul,64.0,1.0,no
35.0,management,married,tertiary,2583.0,no,no,19.0,nov,210.0,1.0,no
28.0,blue-collar,single,secondary,1285.0,no,no,30.0,jan,199.0,2.0,no
39.0,technician,single,secondary,287.0,yes,no,14.0,jul,84.0,3.0,no
51.0,admin.,married,primary,658.0,yes,no,14.0,may,369.0,1.0,no
29.0,blue-collar,married,secondary,246.0,yes,no,28.0,jul,194.0,5.0,no
44.0,entrepreneur,married,tertiary,3463.0,yes,yes,28.0,aug,210.0,3.0,no
32.0,blue-collar,divorced,,291.0,yes,yes,27.0,jun,120.0,6.0,no
28.0,admin.,single,secondary,19.0,no,no,8.0,jul,78.0,4.0,no
,blue-collar,married,secondary,5700.0,yes,no,14.0,may,97.0,1.0,no
81.0,retired,divorced,,0.0,no,no,16.0,oct,128.0,1.0,no
33.0,blue-collar,married,secondary,-346.0,yes,yes,23.0,may,29.0,3.0,no
37.0,entrepreneur,married,tertiary,-456.0,yes,yes,20.0,jun,42.0,7.0,no
37.0,technician,married,secondary,5953.0,no,no,5.0,aug,1113.0,1.0,no
35.0,technician,single,secondary,1693.0,yes,no,26.0,may,58.0,1.0,no
30.0,admin.,married,secondary,350.0,no,yes,9.0,jul,171.0,5.0,no
43.0,blue-collar,married,primary,-181.0,yes,no,17.0,apr,351.0,1.0,no
45.0,retired,divorced,secondary,1735.0,no,yes,17.0,jun,306.0,1.0,no
34.0,blue-collar,married,secondary,157.0,yes,no,11.0,jul,254.0,2.0,no
40.0,admin.,married,secondary,67.0,no,yes,19.0,nov,359.0,2.0,no
60.0,admin.,married,primary,-444.0,no,yes,16.0,jul,227.0,1.0,no
54.0,self-employed,married,primary,0.0,no,yes,9.0,jul,130.0,2.0,no
39.0,blue-collar,married,secondary,171.0,yes,yes,8.0,may,153.0,1.0,no
44.0,admin.,married,secondary,262.0,yes,no,9.0,jul,74.0,1.0,no
32.0,technician,married,tertiary,0.0,yes,no,19.0,nov,231.0,4.0,no
34.0,blue-collar,married,secondary,965.0,yes,no,20.0,apr,372.0,2.0,no
44.0,management,married,tertiary,0.0,no,no,13.0,may,27.0,1.0,no
30.0,management,single,tertiary,6392.0,yes,no,5.0,may,335.0,1.0,no
47.0,,married,,194.0,no,no,4.0,aug,108.0,1.0,no
74.0,retired,divorced,primary,2308.0,no,no,16.0,sep,251.0,2.0,no
27.0,admin.,married,secondary,941.0,yes,no,11.0,jul,124.0,1.0,no
34.0,,divorced,primary,46.0,yes,no,11.0,jul,31.0,2.0,no
52.0,,divorced,secondary,131.0,yes,yes,11.0,may,87.0,1.0,no
32.0,services,married,secondary,1844.0,yes,yes,3.0,feb,158.0,4.0,no
42.0,admin.,married,secondary,281.0,yes,no,15.0,may,118.0,1.0,no
,technician,single,secondary,109.0,yes,no,21.0,may,419.0,1.0,no
,technician,divorced,secondary,268.0,no,no,16.0,may,118.0,2.0,no
,admin.,married,secondary,298.0,yes,yes,26.0,may,518.0,1.0,no
57.0,entrepreneur,married,secondary,-525.0,no,yes,25.0,jul,337.0,1.0,no
40.0,management,married,primary,738.0,yes,yes,2.0,apr,399.0,2.0,no
23.0,blue-collar,married,secondary,94.0,yes,no,5.0,may,193.0,1.0,no
43.0,management,divorced,,7702.0,no,no,1.0,sep,108.0,7.0,no
45.0,admin.,divorced,,857.0,no,no,8.0,jul,49.0,7.0,no
58.0,technician,divorced,secondary,-354.0,yes,yes,7.0,jul,98.0,1.0,no
38.0,blue-collar,married,,0.0,yes,no,2.0,apr,477.0,2.0,no
48.0,admin.,married,secondary,112.0,no,no,18.0,aug,139.0,5.0,no
47.0,technician,divorced,secondary,5735.0,no,no,19.0,jun,282.0,4.0,no
49.0,technician,divorced,tertiary,1807.0,yes,no,2.0,jun,225.0,1.0,no
28.0,blue-collar,single,primary,-30.0,yes,no,31.0,jul,108.0,5.0,no
,student,single,secondary,216.0,no,no,3.0,jun,138.0,1.0,no
38.0,technician,married,tertiary,127.0,yes,no,14.0,oct,113.0,1.0,no
43.0,blue-collar,married,secondary,1096.0,no,yes,30.0,may,180.0,1.0,no
52.0,management,married,secondary,5193.0,no,no,23.0,apr,477.0,2.0,no
43.0,admin.,single,secondary,6.0,no,no,16.0,may,244.0,1.0,no
29.0,blue-collar,married,secondary,339.0,yes,no,15.0,may,63.0,3.0,no
45.0,services,married,secondary,0.0,no,no,11.0,jul,106.0,2.0,no
59.0,blue-collar,married,primary,625.0,no,no,9.0,jul,133.0,1.0,no
48.0,blue-collar,married,secondary,3776.0,no,no,4.0,may,254.0,4.0,no
30.0,management,married,tertiary,1239.0,no,no,28.0,aug,125.0,5.0,no
23.0,,single,primary,93.0,yes,no,18.0,may,70.0,3.0,no
38.0,technician,divorced,tertiary,304.0,yes,no,20.0,apr,8.0,2.0,no
52.0,blue-collar,married,primary,1409.0,yes,no,19.0,jun,224.0,1.0,no
44.0,services,married,secondary,191.0,yes,yes,7.0,may,490.0,1.0,no
34.0,blue-collar,single,secondary,79.0,no,yes,20.0,nov,104.0,1.0,no
32.0,blue-collar,married,secondary,2263.0,no,no,7.0,may,113.0,2.0,no
41.0,technician,married,secondary,10438.0,yes,no,15.0,jul,141.0,4.0,no
,admin.,single,secondary,81.0,yes,no,23.0,apr,215.0,2.0,no
40.0,management,married,tertiary,964.0,yes,no,13.0,may,95.0,3.0,no
52.0,blue-collar,divorced,primary,0.0,no,no,20.0,nov,19.0,1.0,no
32.0,services,married,secondary,3839.0,yes,no,18.0,nov,100.0,2.0,no
26.0,admin.,single,secondary,586.0,yes,yes,12.0,may,215.0,1.0,no
29.0,management,single,tertiary,600.0,yes,no,18.0,oct,170.0,5.0,no
,management,married,tertiary,1343.0,yes,yes,21.0,may,85.0,1.0,no
48.0,blue-collar,married,,113.0,no,no,11.0,aug,104.0,13.0,no
27.0,blue-collar,single,secondary,240.0,yes,no,18.0,may,166.0,4.0,no
30.0,blue-collar,married,secondary,194.0,yes,no,8.0,may,475.0,3.0,no
28.0,blue-collar,married,primary,278.0,yes,yes,15.0,may,31.0,9.0,no
35.0,blue-collar,married,secondary,260.0,yes,no,13.0,may,155.0,6.0,no
47.0,technician,divorced,secondary,1013.0,no,no,15.0,jun,54.0,3.0,no
35.0,blue-collar,married,primary,0.0,yes,no,8.0,may,265.0,1.0,no
,technician,married,secondary,2363.0,yes,no,13.0,may,247.0,1.0,no
,blue-collar,married,secondary,913.0,yes,no,23.0,jul,730.0,1.0,no
26.0,technician,single,tertiary,686.0,yes,no,30.0,may,98.0,2.0,no
35.0,technician,married,secondary,149.0,yes,no,29.0,jan,99.0,1.0,no
29.0,admin.,married,secondary,500.0,yes,no,8.0,may,8.0,8.0,no
39.0,technician,married,tertiary,11766.0,yes,no,14.0,aug,313.0,4.0,no
,technician,single,secondary,137.0,no,no,27.0,aug,27.0,14.0,no
48.0,management,single,tertiary,0.0,no,no,18.0,jun,96.0,3.0,no
36.0,management,single,tertiary,335.0,no,no,10.0,oct,5.0,1.0,no
27.0,admin.,married,secondary,16.0,yes,no,3.0,feb,54.0,3.0,no
49.0,admin.,married,secondary,0.0,no,no,22.0,aug,115.0,2.0,no
34.0,technician,single,tertiary,9851.0,yes,no,20.0,nov,128.0,5.0,no
28.0,services,single,secondary,525.0,no,no,23.0,jul,81.0,1.0,no
49.0,technician,married,secondary,788.0,no,no,17.0,jun,162.0,7.0,no
35.0,blue-collar,married,tertiary,1016.0,yes,no,17.0,jul,294.0,2.0,no
,,divorced,secondary,292.0,no,no,12.0,jun,92.0,2.0,no
58.0,retired,single,primary,999.0,no,no,25.0,jul,188.0,6.0,no
37.0,blue-collar,married,secondary,2870.0,yes,no,6.0,jun,94.0,2.0,no
27.0,admin.,single,tertiary,689.0,no,no,26.0,jan,98.0,1.0,no
30.0,services,single,secondary,-100.0,yes,yes,15.0,may,292.0,1.0,no
35.0,blue-collar,married,,1084.0,yes,no,10.0,jul,1019.0,1.0,no
32.0,management,single,tertiary,154.0,no,yes,21.0,aug,301.0,3.0,no
,blue-collar,married,secondary,1653.0,no,no,17.0,jun,88.0,2.0,no
34.0,admin.,married,secondary,2378.0,yes,yes,10.0,jul,92.0,1.0,no
38.0,management,single,tertiary,1515.0,yes,no,31.0,jul,42.0,5.0,no
34.0,admin.,married,tertiary,1636.0,yes,yes,6.0,sep,136.0,1.0,no
40.0,self-employed,married,secondary,1516.0,yes,yes,23.0,may,373.0,1.0,no
48.0,services,married,secondary,127.0,no,no,8.0,jul,117.0,1.0,no
30.0,management,single,tertiary,2876.0,no,no,6.0,aug,103.0,4.0,no
,management,married,tertiary,1384.0,yes,no,30.0,jan,203.0,2.0,no
37.0,technician,single,secondary,228.0,yes,no,20.0,aug,1740.0,2.0,no
32.0,technician,single,tertiary,2481.0,no,no,18.0,aug,547.0,11.0,no
40.0,blue-collar,married,secondary,475.0,yes,no,5.0,may,332.0,2.0,no
41.0,management,divorced,tertiary,1401.0,no,no,16.0,jun,110.0,4.0,no
52.0,technician,married,,425.0,yes,no,28.0,jan,219.0,2.0,no
29.0,blue-collar,single,secondary,244.0,yes,no,15.0,may,19.0,2.0,no
49.0,management,married,tertiary,-6847.0,no,yes,21.0,jul,206.0,1.0,no
43.0,management,married,tertiary,0.0,no,no,27.0,aug,25.0,19.0,no
42.0,management,married,tertiary,386.0,yes,no,7.0,may,168.0,1.0,no
37.0,management,married,tertiary,332.0,yes,no,14.0,aug,190.0,2.0,no
57.0,services,divorced,primary,1367.0,no,no,9.0,jun,144.0,3.0,no
25.0,admin.,single,secondary,120.0,yes,no,3.0,jun,542.0,1.0,no
30.0,technician,single,secondary,19.0,yes,no,18.0,aug,16.0,15.0,no
,admin.,married,secondary,3.0,yes,no,28.0,jul,37.0,12.0,no
49.0,blue-collar,married,primary,-98.0,yes,no,20.0,nov,182.0,2.0,no
47.0,blue-collar,married,secondary,303.0,no,no,11.0,jun,261.0,1.0,no
57.0,services,divorced,secondary,-752.0,yes,no,28.0,may,102.0,1.0,no
26.0,student,single,tertiary,97.0,no,no,27.0,aug,382.0,1.0,no
40.0,retired,married,tertiary,794.0,no,no,9.0,may,138.0,1.0,no
34.0,admin.,single,secondary,1880.0,yes,no,23.0,may,297.0,1.0,no
41.0,blue-collar,married,,732.0,yes,no,16.0,may,25.0,1.0,no
,management,married,tertiary,5261.0,no,yes,25.0,jul,1209.0,3.0,no
26.0,admin.,single,secondary,712.0,yes,no,6.0,may,232.0,1.0,no
28.0,student,single,secondary,28.0,no,no,29.0,jan,220.0,2.0,no
54.0,retired,married,primary,0.0,yes,no,11.0,jul,159.0,2.0,no
42.0,technician,married,secondary,827.0,no,no,25.0,aug,153.0,3.0,no
29.0,student,single,secondary,110.0,yes,no,7.0,may,169.0,3.0,no
49.0,unemployed,married,tertiary,377.0,no,no,22.0,may,158.0,1.0,no
32.0,services,married,secondary,-344.0,no,yes,4.0,feb,44.0,1.0,no
29.0,admin.,single,tertiary,261.0,no,no,17.0,mar,136.0,19.0,no
60.0,blue-collar,married,,104.0,yes,no,5.0,may,22.0,1.0,no
51.0,retired,married,primary,610.0,no,no,9.0,jun,86.0,2.0,no
40.0,,divorced,secondary,4328.0,no,no,20.0,aug,133.0,2.0,no
44.0,blue-collar,married,tertiary,1371.0,no,no,13.0,may,788.0,3.0,no
47.0,blue-collar,married,primary,193.0,yes,no,29.0,aug,171.0,2.0,no
32.0,blue-collar,single,,258.0,yes,no,18.0,may,291.0,2.0,no
43.0,blue-collar,married,primary,56.0,no,no,12.0,may,365.0,2.0,no
59.0,retired,married,secondary,136.0,no,no,6.0,aug,301.0,4.0,no
24.0,blue-collar,married,secondary,1222.0,yes,no,20.0,apr,369.0,1.0,no
26.0,admin.,single,tertiary,3672.0,yes,no,29.0,may,360.0,5.0,no
37.0,blue-collar,single,,2188.0,no,no,16.0,may,193.0,8.0,no
27.0,management,single,secondary,924.0,yes,no,3.0,feb,84.0,1.0,no
32.0,technician,married,secondary,11431.0,no,no,12.0,aug,141.0,5.0,no
44.0,blue-collar,married,primary,140.0,yes,no,15.0,may,7.0,9.0,no
34.0,technician,divorced,secondary,27.0,yes,no,26.0,may,133.0,3.0,no
39.0,management,married,tertiary,-468.0,yes,yes,8.0,aug,88.0,2.0,no
30.0,services,single,secondary,438.0,yes,no,18.0,may,98.0,1.0,no
44.0,admin.,divorced,secondary,-43.0,yes,yes,20.0,apr,206.0,1.0,no
22.0,student,single,tertiary,1161.0,no,yes,16.0,jun,119.0,1.0,no
28.0,services,single,secondary,458.0,no,no,4.0,feb,112.0,4.0,no
41.0,blue-collar,married,primary,-441.0,yes,no,5.0,may,352.0,1.0,no
30.0,technician,married,secondary,2278.0,no,yes,19.0,nov,47.0,1.0,no
36.0,technician,single,secondary,0.0,no,no,28.0,aug,8.0,13.0,no
39.0,services,married,secondary,702.0,yes,no,8.0,apr,303.0,1.0,no
38.0,technician,single,tertiary,69.0,yes,no,13.0,may,253.0,3.0,no
,services,married,secondary,182.0,no,no,20.0,aug,231.0,2.0,no
29.0,management,married,tertiary,318.0,yes,no,18.0,may,1434.0,2.0,no
42.0,blue-collar,married,primary,-181.0,yes,no,15.0,may,297.0,3.0,no
27.0,technician,single,secondary,261.0,yes,no,29.0,jan,236.0,2.0,no
55.0,services,married,secondary,244.0,yes,no,8.0,may,171.0,1.0,no
28.0,technician,married,secondary,880.0,yes,no,26.0,may,188.0,1.0,no
47.0,technician,married,secondary,2283.0,yes,no,21.0,nov,170.0,2.0,no
49.0,technician,married,secondary,550.0,yes,no,5.0,jun,412.0,2.0,no
38.0,entrepreneur,married,tertiary,7752.0,yes,no,15.0,jul,138.0,4.0,no
,technician,married,secondary,6.0,yes,no,5.0,may,517.0,1.0,no
,blue-collar,married,secondary,4471.0,yes,no,9.0,may,296.0,2.0,no
57.0,,married,primary,1969.0,no,no,14.0,aug,286.0,3.0,no
36.0,management,single,tertiary,219.0,no,no,3.0,feb,22.0,6.0,no
38.0,management,married,tertiary,76.0,yes,no,20.0,apr,167.0,2.0,no
30.0,admin.,single,secondary,60.0,no,no,29.0,jan,55.0,2.0,no
36.0,management,single,tertiary,8.0,no,no,29.0,jul,858.0,7.0,no
29.0,services,married,secondary,19.0,yes,no,29.0,jul,327.0,6.0,no
32.0,admin.,married,secondary,20011.0,no,no,20.0,apr,234.0,1.0,no
48.0,unemployed,married,primary,608.0,no,no,30.0,jul,362.0,2.0,no
,retired,married,primary,1068.0,no,no,28.0,jan,200.0,1.0,no
35.0,technician,married,tertiary,-269.0,yes,yes,14.0,may,344.0,4.0,no
48.0,management,married,tertiary,494.0,no,no,29.0,aug,81.0,8.0,no
,entrepreneur,single,secondary,159.0,yes,no,21.0,nov,66.0,1.0,no
30.0,technician,single,secondary,-754.0,yes,yes,26.0,may,974.0,1.0,no
28.0,admin.,married,secondary,157.0,yes,yes,28.0,jul,164.0,2.0,no
42.0,management,married,tertiary,2110.0,no,yes,31.0,jul,106.0,2.0,no
,,married,primary,2603.0,yes,no,18.0,nov,224.0,1.0,no
36.0,management,single,secondary,992.0,no,no,6.0,jun,351.0,1.0,no
43.0,technician,single,secondary,593.0,yes,no,5.0,may,55.0,1.0,no
28.0,student,married,tertiary,327.0,yes,no,15.0,may,104.0,3.0,no
34.0,management,single,tertiary,6766.0,no,no,28.0,aug,210.0,5.0,no
36.0,technician,married,secondary,432.0,yes,yes,4.0,aug,94.0,1.0,no
28.0,admin.,single,secondary,25.0,yes,no,5.0,jun,109.0,2.0,no
34.0,blue-collar,married,primary,5299.0,yes,no,26.0,jun,75.0,5.0,no
,admin.,single,secondary,291.0,no,no,23.0,jul,145.0,1.0,no
52.0,self-employed,married,secondary,517.0,no,no,26.0,aug,77.0,4.0,no
44.0,unemployed,married,primary,97.0,yes,no,5.0,jun,105.0,3.0,no
58.0,self-employed,married,tertiary,1636.0,no,no,15.0,apr,187.0,1.0,no
47.0,admin.,married,secondary,996.0,no,no,29.0,aug,247.0,2.0,no
40.0,blue-collar,single,secondary,0.0,yes,no,27.0,may,59.0,4.0,no
39.0,management,married,tertiary,710.0,yes,no,11.0,jul,211.0,2.0,no
33.0,self-employed,single,tertiary,1049.0,no,no,4.0,may,126.0,4.0,no
23.0,student,single,secondary,556.0,yes,no,15.0,may,170.0,2.0,no
,services,single,secondary,629.0,yes,no,21.0,may,369.0,2.0,no
39.0,blue-collar,married,primary,186.0,yes,no,16.0,may,208.0,3.0,no
42.0,management,divorced,tertiary,0.0,no,no,19.0,may,131.0,2.0,no
46.0,admin.,married,secondary,1264.0,no,no,28.0,jan,100.0,2.0,no
22.0,student,single,secondary,64.0,no,no,4.0,jun,112.0,1.0,no
50.0,technician,married,secondary,2497.0,yes,no,21.0,nov,35.0,1.0,no
50.0,technician,single,secondary,-97.0,yes,no,8.0,apr,425.0,1.0,no
34.0,management,married,tertiary,161.0,yes,no,11.0,jul,378.0,1.0,no
40.0,admin.,married,secondary,732.0,no,no,9.0,sep,71.0,1.0,no
39.0,blue-collar,married,secondary,94.0,yes,yes,19.0,nov,181.0,1.0,no
51.0,blue-collar,married,tertiary,2404.0,yes,no,20.0,nov,30.0,1.0,no
45.0,management,married,secondary,21.0,yes,no,3.0,jun,788.0,2.0,no
34.0,technician,single,tertiary,2658.0,yes,no,31.0,mar,265.0,1.0,no
30.0,self-employed,married,secondary,131.0,yes,no,8.0,may,306.0,1.0,no
57.0,unemployed,married,primary,0.0,yes,no,20.0,nov,231.0,2.0,no
42.0,blue-collar,married,secondary,351.0,yes,no,16.0,may,76.0,21.0,no
51.0,technician,married,secondary,564.0,no,yes,8.0,jul,187.0,2.0,no
38.0,blue-collar,married,primary,2240.0,yes,no,19.0,nov,551.0,1.0,no
60.0,self-employed,married,primary,46.0,yes,no,6.0,may,202.0,4.0,no
38.0,blue-collar,married,primary,132.0,yes,no,14.0,may,797.0,2.0,no
37.0,retired,married,secondary,71.0,no,yes,8.0,may,254.0,1.0,no
34.0,management,single,tertiary,0.0,yes,yes,26.0,may,197.0,2.0,no
39.0,,married,primary,267.0,no,no,9.0,jun,1151.0,5.0,no
55.0,services,married,secondary,841.0,yes,no,15.0,may,140.0,9.0,no
48.0,blue-collar,married,primary,51.0,no,yes,9.0,jul,76.0,1.0,no
42.0,blue-collar,married,primary,7735.0,yes,no,13.0,apr,166.0,1.0,no
29.0,,married,primary,417.0,no,no,23.0,jul,108.0,2.0,no
33.0,blue-collar,single,secondary,-14.0,yes,no,14.0,may,223.0,2.0,no
35.0,blue-collar,married,primary,2490.0,yes,no,18.0,may,170.0,1.0,no
28.0,admin.,married,secondary,0.0,yes,no,7.0,may,47.0,1.0,no
26.0,blue-collar,single,secondary,184.0,no,no,3.0,feb,110.0,2.0,no
40.0,services,single,secondary,19343.0,yes,no,21.0,nov,13.0,4.0,no
42.0,admin.,married,secondary,947.0,no,no,30.0,jul,158.0,2.0,no
49.0,blue-collar,married,secondary,90.0,yes,no,7.0,may,127.0,1.0,no
32.0,admin.,single,secondary,10218.0,yes,no,19.0,nov,149.0,2.0,no
33.0,technician,married,secondary,72.0,yes,no,6.0,may,623.0,1.0,no
30.0,technician,single,secondary,120.0,yes,no,18.0,may,74.0,1.0,no
20.0,student,single,secondary,130.0,no,no,4.0,may,75.0,3.0,no
51.0,blue-collar,married,,41.0,yes,no,9.0,jul,16.0,43.0,no
38.0,blue-collar,single,primary,0.0,yes,no,7.0,may,350.0,2.0,no
,technician,married,tertiary,673.0,yes,no,9.0,jul,182.0,1.0,no
34.0,blue-collar,divorced,secondary,-131.0,yes,no,7.0,may,132.0,1.0,no
30.0,blue-collar,married,primary,2607.0,yes,no,28.0,may,158.0,10.0,no
36.0,unemployed,divorced,secondary,5.0,yes,no,8.0,jul,305.0,1.0,no
36.0,management,married,tertiary,23.0,no,no,26.0,aug,133.0,11.0,no
39.0,blue-collar,married,secondary,180.0,yes,no,16.0,apr,237.0,1.0,no
33.0,technician,single,tertiary,68.0,no,no,14.0,aug,96.0,2.0,no
42.0,management,married,tertiary,0.0,no,no,13.0,aug,325.0,2.0,no
30.0,management,single,tertiary,565.0,yes,no,26.0,oct,104.0,1.0,no
23.0,technician,single,secondary,598.0,no,no,30.0,apr,166.0,1.0,no
37.0,technician,single,tertiary,1609.0,no,yes,20.0,jun,10.0,19.0,no
77.0,retired,married,tertiary,1047.0,no,no,30.0,jun,108.0,5.0,no
33.0,technician,married,tertiary,5641.0,no,no,18.0,aug,168.0,2.0,no
33.0,blue-collar,single,primary,557.0,yes,no,17.0,apr,91.0,2.0,no
40.0,blue-collar,single,secondary,1066.0,yes,no,21.0,may,171.0,1.0,no
58.0,retired,married,secondary,35.0,no,no,29.0,jul,336.0,7.0,no
29.0,management,single,tertiary,54.0,yes,yes,26.0,may,257.0,3.0,no
43.0,management,single,tertiary,1806.0,yes,no,12.0,aug,161.0,2.0,no
34.0,blue-collar,single,secondary,39.0,no,no,13.0,may,254.0,2.0,no
38.0,admin.,divorced,secondary,0.0,yes,no,21.0,jul,93.0,1.0,no
38.0,admin.,divorced,secondary,930.0,yes,no,5.0,may,46.0,1.0,no
40.0,blue-collar,married,primary,0.0,no,no,24.0,jul,313.0,1.0,no
59.0,management,married,tertiary,2764.0,no,no,18.0,feb,459.0,1.0,no
44.0,admin.,single,secondary,4492.0,no,yes,31.0,jul,19.0,13.0,no
60.0,retired,divorced,tertiary,2166.0,no,no,20.0,jun,8.0,9.0,no
37.0,management,single,tertiary,0.0,no,no,20.0,oct,107.0,1.0,no
50.0,admin.,married,secondary,1575.0,no,no,17.0,nov,407.0,1.0,no
50.0,management,divorced,tertiary,201.0,yes,no,24.0,jul,248.0,1.0,no
35.0,admin.,married,tertiary,318.0,yes,yes,1.0,oct,142.0,1.0,no
39.0,management,single,tertiary,1682.0,yes,no,19.0,nov,147.0,1.0,no
29.0,self-employed,married,tertiary,242.0,yes,no,18.0,jul,73.0,4.0,no
34.0,management,divorced,secondary,291.0,no,no,7.0,aug,91.0,2.0,no
,technician,divorced,secondary,304.0,no,no,2.0,feb,133.0,2.0,no
